feature_x0,feature_x1,target_y
0.536,0.594,0.565
0.094,0.291,0.193
0.414,0.724,0.569
0.881,0.328,0.605
0.050,0.038,0.044
0.277,0.720,0.498
0.350,0.269,0.309
0.869,0.384,0.626
0.651,0.703,0.677
0.757,0.763,0.760
0.552,0.199,0.376
0.618,0.171,0.395
0.761,0.924,0.843
0.231,0.540,0.386
0.446,0.391,0.418
0.948,0.793,0.871
0.601,0.092,0.346
0.678,0.542,0.610
0.265,0.560,0.412
0.769,0.366,0.568
0.814,0.531,0.672
0.561,0.634,0.598
0.212,0.874,0.543
0.855,0.609,0.732
0.769,0.794,0.781
0.318,0.778,0.548
0.811,0.937,0.874
0.158,0.299,0.229
0.081,0.396,0.238
0.969,0.368,0.668
0.610,0.608,0.609
0.600,0.686,0.643
0.428,0.985,0.707
0.838,0.754,0.796
0.351,0.348,0.349
0.180,0.905,0.542
0.054,0.326,0.190
0.403,0.411,0.407
0.785,0.275,0.530
0.411,0.053,0.232
0.172,0.531,0.351
0.048,0.154,0.101
0.964,0.268,0.616
0.744,0.898,0.821
0.274,0.458,0.366
0.369,0.879,0.624
0.290,0.487,0.389
0.540,0.723,0.631
0.853,0.096,0.474
0.863,0.897,0.880
0.477,0.869,0.673
0.682,0.139,0.410
0.158,0.375,0.267
0.606,0.330,0.468
0.675,0.204,0.440
0.239,0.386,0.312
0.080,0.443,0.262
0.874,0.896,0.885
0.803,0.031,0.417
0.673,0.385,0.529
0.624,0.458,0.541
0.195,0.278,0.236
0.283,0.368,0.326
0.677,0.584,0.630
0.840,0.620,0.730
0.070,0.266,0.168
0.175,0.214,0.195
0.081,0.317,0.199
0.470,0.033,0.252
0.075,0.281,0.178
0.518,0.505,0.511
0.069,0.301,0.185
0.602,0.454,0.528
0.121,0.268,0.195
0.703,0.895,0.799
0.938,0.934,0.936
0.982,0.990,0.986
0.682,0.635,0.658
0.803,0.548,0.675
0.475,0.973,0.724
0.175,0.166,0.171
0.083,0.634,0.358
0.753,0.394,0.574
0.312,0.179,0.245
0.883,0.425,0.654
0.783,0.745,0.764
0.543,0.940,0.742
0.602,0.957,0.779
0.540,0.510,0.525
0.333,0.929,0.631
0.596,0.827,0.712
0.367,0.754,0.560
0.556,0.862,0.709
0.485,0.879,0.682
0.387,0.156,0.272
0.007,0.546,0.277
0.806,0.999,0.902
0.145,0.289,0.217
0.483,0.622,0.552
0.893,0.835,0.864
0.248,0.933,0.591
0.378,0.214,0.296
0.127,0.819,0.473
0.071,0.414,0.242
0.758,0.369,0.564
0.015,0.879,0.447
0.596,0.812,0.704
0.386,0.073,0.230
0.343,0.324,0.334
0.073,0.301,0.187
0.224,0.385,0.304
0.271,0.823,0.547
0.003,0.651,0.327
0.687,0.807,0.747
0.902,0.090,0.496
0.844,0.313,0.579
0.311,0.058,0.184
0.670,0.324,0.497
0.091,0.948,0.519
0.481,0.131,0.306
0.794,0.496,0.645
0.873,0.961,0.917
0.353,0.307,0.330
0.427,0.920,0.673
0.530,0.710,0.620
0.042,0.742,0.392
0.073,0.853,0.463
0.133,0.948,0.540
0.029,0.657,0.343
0.885,0.737,0.811
0.225,0.327,0.276
0.818,0.702,0.760
0.430,0.001,0.215
0.055,0.166,0.111
0.555,0.377,0.466
0.889,0.620,0.754
0.275,0.387,0.331
0.047,0.150,0.099
0.609,0.176,0.393
0.703,0.742,0.723
0.033,0.229,0.131
0.584,0.382,0.483
0.415,0.046,0.231
0.142,0.285,0.213
0.372,0.931,0.651
0.512,0.421,0.467
0.659,0.415,0.537
0.906,0.578,0.742
0.753,0.988,0.871
0.877,0.459,0.668
0.344,0.588,0.466
0.884,0.477,0.680
0.209,0.760,0.484
0.339,0.974,0.656
0.792,0.506,0.649
0.006,0.285,0.145
0.247,0.826,0.536
0.648,0.644,0.646
0.202,0.755,0.478
0.913,0.581,0.747
0.247,0.945,0.596
0.805,0.010,0.407
0.232,0.194,0.213
0.926,0.243,0.585
0.964,0.906,0.935
0.806,0.044,0.425
0.025,0.174,0.100
0.814,0.619,0.717
0.693,0.350,0.521
0.986,0.006,0.496
0.610,0.922,0.766
0.756,0.364,0.560
0.477,0.067,0.272
0.769,0.102,0.435
0.241,0.596,0.418
0.374,0.414,0.394
0.410,0.415,0.412
0.999,0.897,0.948
0.806,0.073,0.440
0.128,0.725,0.426
0.873,0.765,0.819
0.865,0.508,0.686
0.369,0.305,0.337
0.741,0.514,0.627
0.543,0.233,0.388
0.402,0.117,0.260
0.791,0.415,0.603
0.816,0.732,0.774
0.198,0.125,0.162
0.257,0.074,0.166
0.750,0.336,0.543
0.846,0.930,0.888
0.500,0.971,0.736
0.053,0.836,0.445
0.850,0.944,0.897
0.059,0.450,0.255
0.102,0.712,0.407
0.435,0.766,0.601
0.410,0.623,0.516
0.885,0.185,0.535
0.116,0.063,0.089
0.721,0.128,0.424
0.516,0.538,0.527
0.115,0.651,0.383
0.019,0.014,0.017
0.897,0.994,0.946
0.334,0.885,0.610
0.390,0.957,0.673
0.313,0.284,0.298
0.185,0.933,0.559
0.776,0.477,0.626
0.288,0.465,0.377
0.193,0.907,0.550
0.316,0.404,0.360
0.878,0.081,0.479
0.118,0.011,0.065
0.830,0.753,0.791
0.877,0.732,0.804
0.843,0.600,0.722
0.370,0.646,0.508
0.541,0.458,0.499
0.951,0.226,0.589
0.042,0.739,0.391
0.541,0.049,0.295
0.178,0.278,0.228
0.735,0.742,0.739
0.133,0.366,0.249
0.750,0.094,0.422
0.943,0.539,0.741
0.068,0.428,0.248
0.942,0.318,0.630
0.443,0.642,0.542
0.120,0.044,0.082
0.752,0.540,0.646
0.063,0.318,0.191
0.278,0.488,0.383
0.334,0.806,0.570
0.893,0.350,0.622
0.479,0.147,0.313
0.001,0.435,0.218
0.895,0.180,0.537
0.979,0.322,0.650
0.849,0.896,0.873
0.841,0.394,0.618
0.875,0.710,0.792
0.629,0.102,0.365
0.564,0.879,0.722
0.673,0.341,0.507
0.267,0.730,0.498
0.715,0.504,0.610
0.027,0.503,0.265
0.866,0.346,0.606
0.124,0.279,0.202
0.423,0.037,0.230
0.255,0.865,0.560
0.991,0.657,0.824
0.716,0.989,0.853
0.549,0.410,0.479
0.969,0.014,0.491
0.660,0.565,0.613
0.109,0.169,0.139
0.959,0.628,0.793
0.827,0.213,0.520
0.464,0.804,0.634
0.226,0.875,0.550
0.408,0.715,0.561
0.812,0.316,0.564
0.296,0.711,0.503
0.786,0.293,0.539
0.152,0.348,0.250
0.773,0.961,0.867
0.907,0.103,0.505
0.170,0.450,0.310
0.078,0.875,0.476
0.195,0.893,0.544
0.272,0.534,0.403
0.087,0.687,0.387
0.893,0.270,0.582
0.222,0.282,0.252
0.494,0.187,0.341
0.089,0.825,0.457
0.918,0.521,0.720
0.696,0.264,0.480
0.170,0.913,0.541
0.656,0.914,0.785
0.428,0.965,0.697
0.744,0.707,0.726
0.974,0.623,0.798
0.140,0.653,0.397
0.715,0.302,0.508
0.751,0.787,0.769
0.126,0.302,0.214
0.687,0.432,0.559
0.900,0.059,0.479
0.677,0.220,0.449
0.333,0.111,0.222
0.815,0.061,0.438
0.330,0.918,0.624
0.708,0.656,0.682
0.607,0.201,0.404
0.345,0.410,0.378
0.457,0.164,0.310
0.726,0.602,0.664
0.953,0.165,0.559
0.630,0.667,0.648
0.865,0.095,0.480
0.299,0.638,0.469
0.239,0.205,0.222
0.981,0.485,0.733
0.148,0.280,0.214
0.317,0.656,0.486
0.509,0.027,0.268
0.323,0.925,0.624
0.411,0.856,0.633
0.045,0.519,0.282
0.905,0.823,0.864
0.253,0.077,0.165
0.552,0.534,0.543
0.895,0.041,0.468
0.347,0.694,0.520
0.276,0.948,0.612
0.288,0.464,0.376
0.652,0.404,0.528
0.533,0.122,0.328
0.066,0.488,0.277
0.819,0.899,0.859
0.430,0.880,0.655
0.170,0.982,0.576
0.650,0.934,0.792
0.513,0.952,0.733
0.792,0.485,0.638
0.050,0.602,0.326
0.722,0.078,0.400
0.746,0.425,0.586
0.587,0.253,0.420
0.597,0.187,0.392
0.865,0.036,0.451
0.481,0.892,0.686
0.661,0.329,0.495
0.867,0.399,0.633
0.857,0.067,0.462
0.447,0.044,0.245
0.141,0.285,0.213
0.265,0.538,0.402
0.402,0.810,0.606
0.444,0.702,0.573
0.437,0.751,0.594
0.911,0.324,0.618
0.625,0.700,0.662
0.545,0.188,0.366
0.933,0.090,0.511
0.989,0.464,0.727
0.541,0.859,0.700
0.422,0.859,0.640
0.418,0.612,0.515
0.634,0.647,0.640
0.621,0.942,0.781
0.733,0.348,0.540
0.074,0.617,0.345
0.629,0.119,0.374
0.124,0.614,0.369
0.561,0.222,0.392
0.338,0.969,0.653
0.520,0.579,0.549
0.893,0.741,0.817
0.467,0.002,0.234
0.217,0.545,0.381
0.517,0.634,0.576
0.027,0.939,0.483
0.715,0.929,0.822
0.179,0.844,0.511
0.121,0.361,0.241
0.849,0.796,0.823
0.375,0.078,0.227
0.233,0.498,0.365
0.954,0.084,0.519
0.098,0.512,0.305
0.173,0.119,0.146
0.653,0.091,0.372
0.951,0.358,0.654
0.149,0.108,0.129
0.901,0.933,0.917
0.285,0.179,0.232
0.703,0.283,0.493
0.070,0.869,0.469
0.211,0.791,0.501
0.793,0.126,0.460
0.866,0.231,0.548
0.490,0.370,0.430
0.277,0.314,0.295
0.360,0.692,0.526
0.416,0.285,0.350
0.785,0.144,0.465
0.535,0.351,0.443
0.393,0.618,0.505
0.306,0.297,0.301
0.443,0.250,0.346
0.690,0.361,0.525
0.969,0.206,0.588
0.089,0.345,0.217
0.800,0.323,0.561
0.322,0.682,0.502
0.154,0.755,0.455
0.936,0.150,0.543
0.334,0.289,0.311
0.947,0.283,0.615
0.723,0.479,0.601
0.930,0.840,0.885
0.973,0.873,0.923
0.822,0.383,0.603
0.485,0.609,0.547
0.046,0.254,0.150
0.035,0.345,0.190
0.037,0.550,0.293
0.608,0.781,0.695
0.784,0.888,0.836
0.984,0.425,0.705
0.580,0.834,0.707
0.301,0.251,0.276
0.506,0.921,0.714
0.794,0.573,0.683
0.524,0.487,0.505
0.928,0.759,0.844
0.917,0.595,0.756
0.794,0.880,0.837
0.631,0.672,0.651
0.603,0.261,0.432
0.774,0.383,0.579
0.899,0.563,0.731
0.132,0.548,0.340
0.097,0.658,0.378
0.347,0.213,0.280
0.828,0.258,0.543
0.492,0.321,0.406
0.835,0.133,0.484
0.459,0.836,0.647
0.106,0.757,0.431
0.012,0.872,0.442
0.304,0.270,0.287
0.575,0.387,0.481
0.072,0.334,0.203
0.639,0.513,0.576
0.128,0.090,0.109
0.378,0.569,0.473
0.411,0.479,0.445
0.115,0.959,0.537
0.801,0.420,0.611
0.885,0.253,0.569
0.423,0.010,0.216
0.641,0.034,0.338
0.702,0.207,0.455
0.135,0.916,0.525
0.618,0.600,0.609
0.446,0.569,0.507
0.115,0.226,0.171
0.938,0.299,0.619
0.172,0.895,0.533
0.347,0.682,0.514
0.886,0.197,0.541
0.758,0.906,0.832
0.779,0.648,0.714
0.781,0.290,0.535
0.788,0.790,0.789
0.306,0.061,0.183
0.324,0.872,0.598
0.249,0.960,0.605
0.993,0.340,0.666
0.039,0.677,0.358
0.134,0.993,0.564
0.744,0.719,0.732
0.457,0.250,0.353
0.159,0.188,0.173
0.477,0.392,0.434
0.785,0.469,0.627
0.264,0.664,0.464
0.748,0.231,0.489
0.199,0.886,0.542
0.109,0.582,0.345
0.595,0.081,0.338
0.612,0.238,0.425
0.495,0.171,0.333
0.444,0.468,0.456
0.255,0.626,0.441
0.353,0.681,0.517
0.688,0.284,0.486
0.984,0.710,0.847
0.081,0.684,0.383
0.589,0.203,0.396
0.716,0.306,0.511
0.732,0.533,0.632
0.771,0.262,0.516
0.554,0.975,0.764
0.157,0.196,0.176
0.614,0.652,0.633
0.334,0.334,0.334
0.453,0.929,0.691
0.121,0.668,0.395
0.670,0.600,0.635
0.120,0.517,0.319
0.221,0.157,0.189
0.851,0.185,0.518
0.869,0.444,0.656
0.071,0.940,0.505
0.019,0.767,0.393
0.625,0.597,0.611
0.594,0.836,0.715
0.627,0.027,0.327
0.148,0.065,0.106
0.377,0.488,0.432
0.561,0.550,0.555
0.004,0.149,0.076
0.567,0.369,0.468
0.469,0.867,0.668
0.298,0.979,0.638
0.792,0.755,0.773
0.090,0.485,0.287
0.480,0.403,0.442
0.707,0.200,0.454
0.996,0.966,0.981
0.951,0.727,0.839
0.470,0.848,0.659
0.403,0.984,0.694
0.549,0.116,0.333
0.595,0.933,0.764
0.399,0.090,0.244
0.006,0.802,0.404
0.984,0.657,0.821
0.308,0.824,0.566
0.458,0.029,0.243
0.669,0.127,0.398
0.612,0.851,0.732
0.342,0.505,0.423
0.930,0.850,0.890
0.542,0.151,0.346
0.233,0.737,0.485
0.124,0.410,0.267
0.352,0.631,0.491
0.991,0.162,0.577
0.426,0.941,0.683
0.911,0.807,0.859
0.223,0.013,0.118
0.691,0.797,0.744
0.737,0.817,0.777
0.596,0.615,0.606
0.473,0.245,0.359
0.019,0.399,0.209
0.362,0.389,0.376
0.509,0.799,0.654
0.495,0.893,0.694
0.392,0.603,0.497
0.075,0.085,0.080
0.634,0.089,0.361
0.465,0.628,0.546
0.219,0.224,0.222
0.325,0.751,0.538
0.722,0.692,0.707
0.352,0.058,0.205
0.824,0.376,0.600
0.582,0.330,0.456
0.256,0.960,0.608
0.939,0.769,0.854
0.233,0.021,0.127
0.952,0.575,0.763
0.757,0.612,0.684
0.895,0.157,0.526
0.923,0.560,0.742
0.058,0.963,0.510
0.245,0.155,0.200
0.010,0.768,0.389
0.815,0.976,0.895
0.160,0.787,0.473
0.783,0.188,0.485
0.423,0.703,0.563
0.476,0.193,0.335
0.066,0.137,0.102
0.826,0.312,0.569
0.548,0.005,0.277
0.236,0.909,0.573
0.865,0.548,0.707
0.424,0.893,0.658
0.736,0.482,0.609
0.341,0.710,0.525
0.875,0.188,0.531
0.944,0.879,0.911
0.049,0.769,0.409
0.971,0.512,0.742
0.280,0.490,0.385
0.965,0.458,0.712
0.345,0.317,0.331
0.138,0.833,0.485
0.140,0.384,0.262
0.622,0.021,0.322
0.885,0.651,0.768
0.925,0.563,0.744
0.182,0.412,0.297
0.524,0.904,0.714
0.871,0.537,0.704
0.250,0.535,0.393
0.701,0.696,0.699
0.925,0.652,0.788
0.677,0.053,0.365
0.514,0.582,0.548
0.945,0.989,0.967
0.167,0.921,0.544
0.976,0.846,0.911
0.835,0.638,0.737
0.425,0.471,0.448
0.600,0.697,0.648
0.589,0.303,0.446
0.563,0.470,0.516
0.188,0.971,0.580
0.134,0.376,0.255
0.235,0.202,0.218
0.587,0.004,0.295
0.179,0.541,0.360
0.777,0.284,0.530
0.894,0.786,0.840
0.047,0.445,0.246
0.127,0.652,0.390
0.617,0.036,0.327
0.012,0.376,0.194
0.656,0.975,0.816
0.830,0.508,0.669
0.151,0.930,0.540
0.495,0.237,0.366
0.834,0.496,0.665
0.629,0.551,0.590
0.910,0.066,0.488
0.916,0.196,0.556
0.986,0.014,0.500
0.196,0.911,0.553
0.131,0.237,0.184
0.268,0.382,0.325
0.081,0.316,0.199
0.300,0.253,0.277
0.571,0.394,0.482
0.949,0.984,0.967
0.097,0.971,0.534
0.731,0.176,0.454
0.529,0.434,0.481
0.185,0.966,0.576
0.483,0.053,0.268
0.490,0.557,0.523
0.005,0.789,0.397
0.351,0.262,0.306
0.015,0.025,0.020
0.342,0.716,0.529
0.589,0.294,0.442
0.823,0.441,0.632
0.598,0.152,0.375
0.941,0.013,0.477
0.769,0.479,0.624
0.679,0.184,0.431
0.328,0.336,0.332
0.909,0.659,0.784
0.039,0.895,0.467
0.128,0.751,0.440
0.629,0.901,0.765
0.691,0.902,0.796
0.508,0.360,0.434
0.908,0.887,0.897
0.322,0.564,0.443
0.800,0.938,0.869
0.962,0.633,0.797
0.971,0.754,0.863
0.185,0.504,0.344
0.731,0.464,0.598
0.025,0.428,0.227
0.510,0.701,0.606
0.863,0.658,0.760
0.640,0.502,0.571
0.474,0.679,0.577
0.085,0.662,0.373
0.762,0.115,0.439
0.648,0.816,0.732
0.325,0.926,0.625
0.229,0.787,0.508
0.082,0.262,0.172
0.165,0.071,0.118
0.330,0.070,0.200
0.457,0.106,0.281
0.466,0.382,0.424
0.664,0.391,0.527
0.851,0.592,0.722
0.873,0.171,0.522
0.857,0.658,0.757
0.314,0.756,0.535
0.353,0.370,0.361
0.525,0.859,0.692
0.490,0.174,0.332
0.189,0.430,0.309
0.009,0.577,0.293
0.858,0.247,0.552
0.661,0.705,0.683
0.482,0.109,0.295
0.647,0.944,0.795
0.200,0.406,0.303
0.138,0.629,0.384
0.362,0.229,0.295
0.481,0.980,0.731
0.897,0.016,0.457
0.681,0.030,0.355
0.477,0.161,0.319
0.329,0.686,0.507
0.754,0.990,0.872
0.629,0.363,0.496
0.981,0.753,0.867
0.085,0.844,0.465
0.495,0.394,0.445
0.409,0.019,0.214
0.061,0.443,0.252
0.421,0.922,0.671
0.885,0.774,0.830
0.559,0.690,0.625
0.314,0.058,0.186
0.250,0.381,0.316
0.257,0.640,0.449
0.533,0.575,0.554
0.437,0.385,0.411
0.614,0.191,0.403
0.857,0.642,0.750
0.215,0.936,0.576
0.205,0.185,0.195
0.916,0.092,0.504
0.228,0.341,0.284
0.609,0.243,0.426
0.851,0.285,0.568
0.535,0.153,0.344
0.473,0.255,0.364
0.643,0.289,0.466
0.730,0.799,0.764
0.488,0.233,0.360
0.808,0.474,0.641
0.542,0.214,0.378
0.356,0.746,0.551
0.572,0.794,0.683
0.506,0.555,0.530
0.433,0.008,0.221
0.057,0.755,0.406
0.116,0.458,0.287
0.444,0.883,0.663
0.508,0.527,0.517
0.926,0.626,0.776
0.555,0.124,0.340
0.919,0.710,0.815
0.140,0.493,0.317
0.410,0.887,0.648
0.439,0.647,0.543
0.948,0.908,0.928
0.338,0.111,0.225
0.777,0.659,0.718
0.478,0.234,0.356
0.748,0.030,0.389
0.472,0.979,0.726
0.447,0.792,0.620
0.581,0.643,0.612
0.565,0.927,0.746
0.612,0.598,0.605
0.206,0.206,0.206
0.238,0.782,0.510
0.591,0.928,0.759
0.204,0.677,0.441
0.068,0.779,0.423
0.761,0.798,0.779
0.023,0.193,0.108
0.039,0.001,0.020
0.679,0.650,0.664
0.191,0.383,0.287
0.991,0.337,0.664
0.851,0.024,0.438
0.985,0.072,0.528
0.837,0.380,0.609
0.334,0.218,0.276
0.226,0.798,0.512
0.104,0.580,0.342
0.378,0.764,0.571
0.014,0.732,0.373
0.040,0.714,0.377
0.365,0.131,0.248
0.333,0.487,0.410
0.687,0.308,0.497
0.219,0.558,0.389
0.865,0.626,0.746
0.480,0.352,0.416
0.646,0.732,0.689
0.678,0.922,0.800
0.276,0.896,0.586
0.521,0.126,0.324
0.854,0.769,0.811
0.732,0.174,0.453
0.698,0.730,0.714
0.926,0.707,0.817
0.987,0.507,0.747
0.691,0.363,0.527
0.750,0.609,0.679
0.648,0.295,0.471
0.848,0.167,0.507
0.723,0.940,0.832
0.615,0.366,0.490
0.160,0.881,0.520
0.692,0.990,0.841
0.419,0.291,0.355
0.919,0.306,0.613
0.719,0.015,0.367
0.990,0.023,0.506
0.697,0.836,0.766
0.314,0.625,0.469
0.149,0.982,0.566
0.572,0.414,0.493
0.420,0.624,0.522
0.334,0.309,0.322
0.800,0.945,0.873
0.916,0.020,0.468
0.789,0.517,0.653
0.599,0.398,0.498
0.634,0.578,0.606
0.884,0.070,0.477
0.018,0.877,0.448
0.129,0.596,0.362
0.952,0.335,0.643
0.534,0.334,0.434
0.474,0.466,0.470
0.586,0.880,0.733
0.582,0.911,0.747
0.878,0.944,0.911
0.776,0.436,0.606
0.437,0.713,0.575
0.495,0.876,0.685
0.388,0.918,0.653
0.623,0.469,0.546
0.189,0.435,0.312
0.147,0.260,0.203
0.918,0.266,0.592
0.574,0.691,0.632
0.340,0.180,0.260
0.197,0.322,0.260
0.601,0.374,0.487
0.887,0.488,0.688
0.229,0.304,0.267
0.754,0.015,0.385
0.856,0.147,0.501
0.143,0.617,0.380
0.862,0.107,0.484
0.620,0.334,0.477
0.067,0.289,0.178
0.851,0.988,0.919
0.455,0.497,0.476
0.545,0.333,0.439
0.894,0.608,0.751
0.971,0.099,0.535
0.655,0.541,0.598
0.879,0.137,0.508
0.172,0.264,0.218
0.373,0.637,0.505
0.276,0.140,0.208
0.004,0.147,0.075
0.316,0.898,0.607
0.641,0.437,0.539
0.020,0.330,0.175
0.873,0.042,0.458
0.846,0.733,0.789
0.042,0.325,0.183
0.981,0.470,0.726
0.268,0.580,0.424
0.617,0.555,0.586
0.989,0.900,0.945
0.280,0.649,0.465
0.591,0.741,0.666
0.517,0.788,0.652
0.924,0.721,0.823
0.754,0.527,0.640
0.977,0.291,0.634
0.995,0.429,0.712
0.586,0.791,0.689
0.090,0.725,0.407
0.692,0.358,0.525
0.602,0.502,0.552
0.936,0.492,0.714
0.063,0.477,0.270
0.228,0.686,0.457
0.879,0.272,0.576
0.005,0.122,0.064
0.660,0.690,0.675
0.380,0.308,0.344
0.087,0.325,0.206
0.420,0.496,0.458
0.345,0.353,0.349
0.257,0.605,0.431
0.109,0.410,0.260
0.200,0.103,0.151
0.226,0.555,0.391
0.574,0.660,0.617
0.466,0.284,0.375
0.267,0.824,0.545
0.515,0.248,0.382
0.883,0.113,0.498
0.640,0.793,0.717
0.741,0.097,0.419
0.424,0.312,0.368
0.255,0.767,0.511
0.711,0.110,0.410
0.389,0.010,0.200
0.455,0.722,0.589
0.366,0.275,0.321
0.677,0.917,0.797
0.850,0.982,0.916
0.781,0.994,0.887
0.092,0.601,0.346
0.705,0.862,0.783
0.327,0.694,0.510
0.886,0.606,0.746
0.810,0.188,0.499
0.448,0.575,0.511
0.973,0.349,0.661
0.249,0.608,0.428
0.427,0.357,0.392
0.574,0.634,0.604
0.979,0.764,0.872
0.395,0.747,0.571
0.211,0.864,0.537
0.236,0.577,0.406
0.133,0.435,0.284
0.046,0.881,0.464
0.185,0.004,0.095
0.324,0.256,0.290
0.740,0.324,0.532
0.092,0.160,0.126
0.001,0.795,0.398
0.388,0.791,0.590
0.539,0.778,0.658
0.122,0.454,0.288
0.581,0.751,0.666
0.093,0.792,0.443
0.014,0.880,0.447
0.604,0.870,0.737
0.449,0.462,0.456
0.002,0.757,0.380
0.995,0.871,0.933
0.710,0.101,0.406
0.222,0.160,0.191
0.222,0.631,0.426
0.952,0.980,0.966
0.334,0.416,0.375
0.945,0.447,0.696
0.125,0.331,0.228
0.754,0.924,0.839
0.174,0.552,0.363
0.391,0.214,0.302
0.435,0.585,0.510
0.521,0.118,0.320
0.956,0.657,0.806
0.100,0.137,0.118
0.362,0.356,0.359
0.301,0.744,0.522
0.232,0.113,0.172
0.596,0.801,0.699
0.074,0.599,0.337
0.255,0.325,0.290
0.545,0.995,0.770
0.333,0.940,0.636
0.493,0.463,0.478
0.222,0.524,0.373
0.048,0.763,0.406
0.471,0.864,0.667
0.333,0.639,0.486
0.880,0.607,0.744
0.597,0.098,0.347
0.416,0.428,0.422
0.729,0.790,0.759
0.341,0.202,0.272
0.801,0.304,0.552
0.587,0.487,0.537
0.874,0.045,0.460
0.678,0.523,0.601
0.874,0.708,0.791
0.678,0.879,0.778
0.001,0.960,0.480
0.969,0.062,0.515
0.877,0.078,0.477
0.146,0.310,0.228
0.970,0.343,0.656
0.254,0.330,0.292
0.201,0.716,0.459
0.780,0.136,0.458
0.997,0.236,0.617
0.425,0.681,0.553
0.740,0.499,0.620
0.231,0.641,0.436
0.908,0.072,0.490
0.508,0.456,0.482
0.634,0.083,0.358
0.826,0.697,0.761
0.306,0.379,0.343
0.556,0.415,0.485
0.547,0.493,0.520
0.954,0.103,0.528
0.885,0.821,0.853
0.795,0.237,0.516
0.371,0.699,0.535
0.200,0.255,0.228
0.979,0.549,0.764
0.584,0.995,0.789
0.775,0.188,0.481
0.167,0.547,0.357
0.153,0.576,0.364
0.798,0.744,0.771
0.340,0.416,0.378
0.133,0.519,0.326
0.602,0.477,0.539
0.124,0.769,0.447
0.115,0.347,0.231
0.272,0.348,0.310
0.605,0.824,0.715
0.576,0.523,0.549
0.076,0.094,0.085
0.173,0.643,0.408
0.733,0.903,0.818
0.111,0.120,0.116
0.947,0.449,0.698
0.264,0.327,0.295
0.201,0.215,0.208
0.403,0.838,0.621
0.259,0.341,0.300
0.534,0.318,0.426
0.019,0.600,0.309
0.292,0.013,0.152
0.305,0.045,0.175
0.848,0.428,0.638
0.038,0.373,0.205
0.692,0.897,0.794
0.112,0.193,0.152
0.534,0.028,0.281
0.673,0.972,0.823
0.041,0.494,0.268
0.182,0.045,0.114
0.898,0.795,0.847
0.512,0.894,0.703
0.075,0.497,0.286
0.758,0.280,0.519
0.173,0.320,0.246
0.912,0.539,0.726
0.780,0.605,0.693
0.390,0.991,0.691
0.832,0.293,0.562
0.339,0.638,0.488
0.789,0.834,0.811
0.194,0.012,0.103
0.427,0.425,0.426
0.042,0.012,0.027
0.759,0.344,0.551
0.329,0.936,0.632
0.403,0.133,0.268
0.314,0.899,0.607
0.640,0.261,0.451
0.304,0.099,0.202
0.243,0.113,0.178
0.542,0.156,0.349
0.787,0.774,0.780
0.996,0.960,0.978
0.916,0.533,0.725
0.813,0.574,0.694
0.954,0.826,0.890
0.761,0.668,0.715
0.858,0.387,0.623
0.979,0.481,0.730
0.925,0.449,0.687
0.026,0.967,0.496
0.277,0.852,0.565
0.688,0.276,0.482
0.388,0.222,0.305
0.730,0.092,0.411
0.642,0.865,0.753
0.471,0.732,0.602
0.770,0.914,0.842
0.807,0.524,0.665
0.379,0.762,0.571
0.435,0.108,0.272
0.701,0.302,0.501
0.621,0.164,0.393
0.631,0.401,0.516
0.564,0.954,0.759
0.605,0.365,0.485
0.183,0.414,0.298
0.776,0.619,0.698
0.299,0.227,0.263
0.532,0.149,0.341
0.912,0.427,0.669
0.743,0.947,0.845
0.508,0.998,0.753
0.197,0.965,0.581
0.182,0.660,0.421
0.494,0.879,0.686
0.281,0.271,0.276
0.189,0.117,0.153
0.220,0.824,0.522
0.737,0.513,0.625
0.746,0.960,0.853
0.653,0.878,0.765
0.691,0.883,0.787
0.377,0.796,0.587
0.577,0.199,0.388
0.154,0.025,0.089
0.738,0.202,0.470
0.722,0.626,0.674
0.813,0.081,0.447
0.135,0.553,0.344
0.233,0.697,0.465
0.895,0.078,0.486
0.047,0.412,0.230
0.773,0.316,0.544
0.534,0.674,0.604
0.169,0.348,0.259
0.159,0.047,0.103
0.027,0.296,0.162
0.243,0.806,0.524
0.602,0.508,0.555
0.895,0.421,0.658
0.201,0.865,0.533
0.061,0.254,0.158
0.858,0.221,0.539
0.830,0.947,0.888
0.219,0.209,0.214
0.819,0.682,0.750
0.664,0.676,0.670
0.438,0.113,0.276
0.114,0.544,0.329
0.498,0.748,0.623
0.323,0.949,0.636
0.284,0.351,0.318
0.959,0.504,0.732
0.694,0.428,0.561
0.710,0.299,0.504
0.405,0.939,0.672
0.187,0.902,0.544
0.501,0.116,0.308
0.948,0.588,0.768
0.091,0.724,0.407
0.859,0.391,0.625
0.219,0.623,0.421
0.870,0.421,0.645
0.305,0.974,0.639
0.355,0.634,0.494
0.049,0.499,0.274
0.118,0.318,0.218
0.286,0.212,0.249
0.487,0.362,0.424
0.701,0.948,0.825
0.208,0.452,0.330
0.423,0.873,0.648
0.213,0.582,0.398
0.293,0.512,0.403
0.702,0.744,0.723
0.258,0.460,0.359
0.659,0.744,0.702
0.986,0.465,0.726
0.135,0.955,0.545
0.409,0.004,0.206
0.851,0.954,0.902
0.223,0.195,0.209
0.566,0.240,0.403
0.457,0.903,0.680
0.792,0.497,0.644
0.744,0.757,0.750
0.493,0.755,0.624
0.416,0.698,0.557
